,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
0,Spencer Lewer,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbpML-nA_,Unbox Therapy I’m dead﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,23,5,0,0,,,,,0,0,neutral
1,Priyank Rana,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbskI-vp3,someting diiferent﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,2,19,9,0,0,,,,,0,0,neutral
2,ultraviolencetv,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbtcF-LL_,Unbox Therapy﻿,2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,2,14,6.5,0,0,,,,,0,0,neutral
3,Raphael ʀᴏɪ Jara,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbuAOfle2,Wow 2 views but hundreds of likes HAHAH﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,40,4.125,1,1,,,,,0.1,1,positive
4,Hack Buster,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbvygdBNT,Who else thinks Valentines day is overrated? I do too! My goal is rêach 1k This month😢 Love you all ❤ Stay AWESOME!!💕﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,23,118,4.173913043,0,2,,,,😢❤💕,0.5,0.6,positive
5,Ashwin Vishva,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbw6NhL6o,Unbox therapy the beast﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,24,5.25,0,0,,,,,0,0,neutral
6,Nepali Kids,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbyaYQa4q,Plz make video on pocophone f1 again﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,37,4.428571429,0,0,,,,,0,0,neutral
7,THE COOL SHARMA,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNbzYcRjYw,What do you mean by that﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,25,3.333333333,0,0,,,,,-0.3125,0.6875,negative
8,Pro TechTube,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc1bMkJQD,you are the worst reviewer﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,27,4.6,0,0,,,,,-1,1,negative
9,Pakisthan Murdabad,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc253ZEBm,Please pray for INDIAN SOLDIERS who were killed by the terrorists attack 🙏🙇🙏 PLEASE﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,84,5.071428571,0,3,,,,🙏🙇🙏,-0.2,0,negative
10,ol tym entertainment,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc2BBXD_K,Love ur video from india 🇮🇳🇮🇳🇮🇳﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,32,4.5,0,0,,,,,0.5,0.6,positive
11,swislon furtado,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc2aHYAAu,Hey redmi note 7 is out when you gonna unbox it as well as galaxy m series﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,17,75,3.470588235,1,0,,,,,0,0,neutral
12,Rahim memon official,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc2gKVSEP,I will watch for Pakistan ❤️ 👇🏼😍+92 315 2532519﻿,2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,9,48,4.444444444,1,1,,,,❤👇😍,0,0,neutral
13,adithya kamath,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc3yltsQb,hey lew when are you going to unbox the redmi note 7﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,53,3.5,0,0,,,,,0,0,neutral
14,Crazy Skippy,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNc5yAzZrK,am I last to comment lol﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,25,3.333333333,0,1,,,,,0,0.06666666667,neutral
15,Aditya Pratap Singh,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNcIhMLRD3,Try this for a week😂﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,21,3.4,0,0,,,,😂,0,0,neutral
16,Mafeq 23,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNcLva7eGM,"Lou man I'mma be straight with you, can you give me a phone if I make a drawing for you? To see if I'm serious check out @awaisfazal_23 on Instagram﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,30,149,4,0,1,,,,,-0.06666666667,0.5333333333,negative
17,Jip Harbers,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNcSmRu06-,Goes deep...﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,2,13,6,0,0,,,,,0,0,neutral
18,mani 03,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNcYj3dtrO,asus zenfone max pro m2 waiting ...﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,36,4.285714286,0,0,,,,,0,0,neutral
19,keshav kumar,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNciWaVU9d,It's actually a knockoff design of Nokia 8 sirocco looking at the camera hump﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,78,4.642857143,1,0,,,,,0,0.1,neutral
20,MANISH GAYEN,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNcm-VA7bT,Tap the home button twice for multitasking﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,43,5.285714286,0,0,,,,,0,0,neutral
21,Killatunga,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNdANGpSMV,Use it for a month 😀﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,21,2.666666667,0,0,,,,😀,0,0,neutral
22,Subham Kerketta,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNdAh-YX4l,Hey LG is worst﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,16,3.25,0,1,,,,,0,0,neutral
23,Maximilian Schmidt,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNdG0WhnJO,The best phone you could give to north korea's president for him to be angry all the time and lauch nukes﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,21,106,4.095238095,0,0,,,,,0.25,0.65,positive
24,E-bay unlimited,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNdZM7iHtQ,lew the battery died because the battery is loose and for multitasking u have to hold the left button 💀💀💀﻿,2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,20,106,4.35,0,0,,,,💀💀💀,-0.03846153846,0.1346153846,negative
25,droopy gnome,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNdafewutn,Moto g7 please﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,15,4.333333333,0,0,,,,,0,0,neutral
26,DARSHAN SALIAN,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNdpz59jNp,New lights?. video look brighter i like it﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,43,4.5,0,0,,,,,0.1363636364,0.4545454545,positive
27,Usman Murtala,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNe5SgqI67,This phone is called the working dead phone and the speaker sound is so loud and annoying﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,17,90,4.352941176,0,0,,,,,0.1,0.5333333333,positive
28,Fatality Gamer,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNeBXyUgEe,yaar hami kuch dai do﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,22,3.6,0,0,,,,,0,0,neutral
29,Hyper Maze,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNeGiPP84d,As expected pin from him😂😂﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,27,4.6,0,0,,,,😂😂,-0.1,0.4,negative
30,Srinivasan R,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNeO9oBPbG,"multitask by holding menu or home button, it will work I guess﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,63,4.333333333,0,1,,,,,0,0,neutral
31,Aman Raj,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNeRkMp0cN,Hit like for indian army and pray for 40 soldiers sacrifice🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,72,5.636363636,1,0,,,,,0,0,neutral
32,Henry Austin,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNel_oiTTJ,"Hey man. Another shitty phone is the Invense E3. I had to use one, horrible software, camera was faded and fuzzy, malware sneaks in very often. Battery life is bad, screen is dim, built in launcher was not functional at all. Ran android 6,one gig ram, qaude core arm cpu. Very low end but, even still.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,56,302,4.410714286,0,2,,,,,-0.28,0.5713333333,negative
33,Isabela Vesa,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNewWHKWdO,Use it for a week﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,18,2.8,0,0,,,,,0,0,neutral
34,amazing110a,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNf88O2e79,Can you review the Mi band 3 please﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,36,3.625,1,0,,,,,0,0,neutral
35,ForceTwinHeroes,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNf8Mrvdem,It is t mobile under cover﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,27,3.666666667,0,0,,,,,0,0,neutral
36,Anish v Bhat,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNf9GX2Mud,Switch to this phone😂😂﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,23,5,0,0,,,,😂😂,0,0,neutral
37,Andrew Stevenson,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNfAHsO5k3,Hey! You stole my phone! Give it back!﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,39,4,0,0,,,,,0,0,neutral
38,Jafar Sadeghi,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNfEm70VXo,Better than iPhone 😜﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,21,4.5,0,0,,,,😜,0.5,0.5,positive
39,Adam Henry,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNfKTF_hIX,@amazing110a Mi Band?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,22,6.666666667,0,0,,,,,0,0,neutral
40,Muhammad Hassan,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNfNmF99Sd,Can you review the MI BAND 3 PLEASE PLEASE﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,43,3.888888889,1,4,,,,,0,0,neutral
41,Rovindra singh,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNfnrt7I9W,Hey lu unbox the $100 smartphone from Amazon umidigi a3 pro﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,60,4.545454545,0,0,,,,,0,0,neutral
42,Anthony munoz,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNfvE8FW9t,Thank you for helping out I can't buy a s9 or iPhone 10 but I was able to buy a oneplus 6t and work beautifully and it fast thank you learned a lot for your help﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,36,162,3.527777778,1,2,,,,,0.5166666667,0.7416666667,positive
43,Supreme Leader,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNgHKd37Iz,Make V- Mobile Great Again﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,27,4.6,0,1,,,,,0.8,0.75,positive
44,Elton Mokoena,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNgKj9qW5v,I think this is the next phone you should use for a bit.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,57,3.461538462,0,1,,,,,0,0,neutral
45,Talha Ilyas,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNgMPRO-vB,Can you give me this piece of garbage﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,38,3.875,0,0,,,,,0,0,neutral
46,Kulveer Rajpurohit,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNgQ62_9d-,@Rahim memon official hey!! Wats up terrorist.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,47,5.857142857,0,0,,,,,0,0,neutral
47,amazing110a,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNgU1wzwzc,@Adam Henry yes﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,16,4.666666667,0,0,,,,,0,0,neutral
48,0h No n0!!¡¡¡ hi,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNgmfoC2JI,"Motorola 5 is the worst, the screen it glitches way to much﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,60,4.083333333,1,0,,,,,-1,1,negative
49,Dark Fox,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNh1sNly3b,"you hold the multi-task button for recents and press it once for options menu, its the old way of usage. this phone is quite dated﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,25,131,4.28,0,0,,,,,0.1,0.2,positive
50,100 subscribers whitout any video,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNhBimQRDi,a noob I'm not sure if you have been working on the other day and﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,15,66,3.466666667,0,0,,,,,-0.1875,0.6319444444,negative
51,Nathan Barrottu,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNhFusv1cq,Fake nokia phone﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,17,5,0,0,,,,,-0.5,1,negative
52,Send Shooter,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNhkH5RVQB,It's good for nothing!﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,23,5,0,0,,,,,0.7,0.6,positive
53,Lorenz Hofilena,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNiKD0hR2z,Try Filipino branded Mobiles. Ex: CherryMobile and Myphone pleasee you got alot of fans here loooooooo﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,16,103,5.5,0,0,,,,,0,0,neutral
54,GOD OF MTB,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNiS2FJT0Q,Hi! Unbox Therapy can you try unboxing and review the CHERRY MOBILE S7 DELUXE﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,78,4.642857143,0,4,,,,,0,0,neutral
55,Adam Henry,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNiev3E6-v,@amazing110a Oh.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,2,17,8,0,0,,,,,0,0,neutral
56,Monty Python the Flying Circus,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNix4ak6ED,Unbox Therapy god that thumbnail was awful just as much as the phone seems to be.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,16,82,4.1875,0,0,,,,,-0.4,0.6,negative
57,Monty Python the Flying Circus,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNjd7mLjpe,Unbox Therapy go on then Lew use it as your ‘Daily Driver’ for a month if you think it’s that good﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,21,99,3.761904762,0,0,,,,,0,0,neutral
58,Man from Anterctica,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNjver44rj,Does Amazon ship to my country﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,31,4.333333333,0,0,,,,,0,0,neutral
59,Sean Costil,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNkBAZnDd-,Unbox Therapy this looks like your old set﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,43,4.5,0,0,,,,,0.1,0.2,positive
60,Yash sangale,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNl-8uNoB8,Hey Louis pls try Redmi 6a at about the same price﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,51,3.727272727,0,0,,,,,0,0.125,neutral
61,Coulson_CC,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNl1DR2J3j,MAKE IT YOUR MAIN PHONE xD LIKE THIS COMMENT SO LEW CAN SEE !!!!!﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,66,3.785714286,0,12,,,,,0.5086263021,0.3333333333,positive
62,Yash sangale,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNlFv43uVF,@Pakisthan Murdabad bhai yaha comments karke kuch nahi hoga﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,60,5.777777778,0,0,,,,,0,0,neutral
63,Amit Gujar,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNlJDfzAkx,😂😂i like dave2d statement﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,26,5.75,0,0,,,,😂😂,0,0,neutral
64,X BASS1129,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNlJsXiFBm,Bass Boosted yo bro﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,20,4.25,0,0,,,,,-0.15,0.5,negative
65,Yash sangale,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNlPO4-iJE,@Rahim memon official shamat aane wali hain dekhlo jo dekhna hain Kuch dino main Pakistan ki sirf Khali maidan hoga﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,116,4.85,0,0,,,,,0.1666666667,0.3333333333,positive
66,Nour Trusty,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNmERyIImw,"The battery will dies every time it reach the 70% of battery capacity because the battery that arrived with it is bad and now you wonder how I know this will because I bought one like it 🤣🤣🤣 and it was from Samsung ,they were calling it Samsung duos 😂😂😂﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,50,254,4.1,0,2,,,,🤣🤣🤣😂😂😂,-0.7,0.6666666667,negative
67,WP STATUS gvk,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNnC7-OT6S,@Jafar Sadeghi true﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,20,6,0,0,,,,,0,0,neutral
68,A Realist,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNoWMe50xA,"It keeps dying probably because it has a removable battery that is loose. everytime the phone has a minor impact on the table, it dies. see for yourself. 4:14 , 5:02﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,31,166,4.387096774,0,0,4:14,,,,-0.06346153846,0.2346153846,negative
69,Cavey Möth,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNompWgMK9,The only thing that would make this phone worse is if it ran on iOS.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,15,69,3.666666667,0,0,,,,,-0.2,0.8,negative
70,Vivek Tiwari,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNos2EtDXe,🔥🔥🔥Buy Infinix Note 5 with Android One for 100 USD. 👍👍👍,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,56,4.181818182,2,1,,,,🔥🔥🔥👍👍👍,0,0,neutral
71,Rishi Bhardwaj,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNpR12Qh5f,You multi-task by holding the home button.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,43,5.285714286,0,0,,,,,0,0,neutral
72,Yashwant waykole,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNpoMzE-mE,Gape fodricha tuzi aai rand bullya﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,35,5,0,0,,,,,0,0,neutral
73,erXibo,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNpwWqEDaA,Maybe battery is not sitting in the place right?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,49,4.555555556,0,0,,,,,0,0,neutral
74,sinan Sinu,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNq-zEghGg,Multitasking on left HW key long press♥️﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,41,5,0,1,,,,♥,-0.01666666667,0.4666666667,negative
75,Ojisan642,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNsLgC5u0d,Unbox Therapy giving us the straight dope on all the hot garbage 😂﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,67,4.230769231,0,0,,,,😂,0.225,0.625,positive
76,BAT MEME,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNu7Enqzvt,Unbox the resident evil 2 remake typwriter keybord.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,52,5.625,1,0,,,,,-1,1,negative
77,Harshit Yashwardhan,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNucTEUMk1,For multi-tasking u need to long press the menu button﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,10,55,4.6,0,0,,,,,-0.05,0.4,negative
78,Harshit Yashwardhan,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNv0Tbe4Xi,The phone is turning off bec it has a removable battery and every time u hit it on har surface it loose contact with the connector and then it turn off.... Just use a piece of paper Between the battery and the body to make a tight fit then it will work fine﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,53,258,3.886792453,0,0,,,,,0.04816849817,0.3183150183,positive
79,James Winters,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNvIV0w73v,It could of just been that the battery was loose so when you moved it around it lost connection to the battery so it shut down we didn't get to see what the reviews were talking about it could have just been user error like downloading harmful software I want to see more﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,53,272,4.150943396,0,1,,,,,-0.1162393162,0.2790598291,negative
80,Rakesh JR,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNvmVuZ8Ba,I just couldnt stop noticing the smartwatch you wearing ! which one is that ?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,15,78,4.266666667,0,1,,,,,0,0,neutral
81,Simon Restrepo,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNvyZdRl7g,Change to the phone please﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,27,4.6,0,0,,,,,0,0,neutral
82,Vikyath Kamalesh,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNw0t0GMvg,Long press home button for recent apps﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,39,4.714285714,0,0,,,,,-0.025,0.325,negative
83,Radu Nicolae Bogdan,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNwsJkxAkG,"The phone died because it has issues on the battery connector. When you dropped it on the table, it died.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,106,4.35,0,0,,,,,0,0,neutral
84,Stop & Go TV,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNxJzvDPw-,Very funny 😜﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,13,3.666666667,0,0,,,,😜,0.325,1,positive
85,D3 VIL,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNxMCQnmez,Oooh the back side is hideous weirdly glosy 🤮﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,46,4.222222222,0,0,,,,🤮,-0.25,0.5,negative
86,Nurse Ximeña GroaningGamerGirl,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNxVE5rxgZ,Now make this your daily driver!﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,33,4.666666667,0,0,,,,,0,0,neutral
87,Swachhand Anand,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNygIf6Cpv,unsubscribe to unboxtherpy youbecause you are a apple hater﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,60,5.777777778,0,0,,,,,0,0,neutral
88,aarush pahwa,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNylKrOjow,Use it as ur daily driver 😂 for a week﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,10,39,3,0,0,,,,😂,0,0,neutral
89,mac24seven,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rNzaxaMI43,Bring back does it suck!! Let us know what's goof and bad.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,59,4,0,0,,,,,0,0,neutral
90,Ali Shirani,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rO-a7LZ2o_,"It's got the ""turn phone off when set on table"" feature, you gotta go into settings....﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,16,88,4.5625,0,0,,,,,0,0,neutral
91,Crispy Joking Tuna,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rO-pw44ji9,Send it to phone buff so he can drop test it to 💀💀💀﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,52,3.076923077,0,0,,,,💀💀💀,0,0,neutral
92,siva thirunavukkarasu,Ugxep5ffyzL5A7SG_uZ4AaABAg.8rNbnnYQZ_d8rO0vBPnwGt,Probably the removable battery is loosely connected﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,52,6.571428571,0,0,,,,,-0.07692307692,0.2692307692,negative
